Wall time,Step,Value
1589842208.4190688,0,0.1622840017080307
1589842208.443095,0,0.07023923844099045
1589842208.456034,0,0.05614378675818443
1589842208.487964,0,0.015714135020971298
1589842208.492525,0,0.016658324748277664
1589842208.49861,0,0.014926130883395672
1589842208.5132391,0,0.0156997200101614
1589842208.519119,0,0.01436355896294117
1589842208.549967,0,0.010481350123882294
1589842208.5554922,0,0.01206775289028883
1589842208.597353,0,0.00925986934453249
1589842208.6139882,0,0.008159404620528221
1589842208.620181,0,0.006718197371810675
1589842208.622879,0,0.007528297137469053
1589842208.6364748,0,0.005749078001827002
1589842208.662248,0,0.005057251546531916
1589842208.688483,0,0.005171442404389381
1589842208.712158,0,0.004266140516847372
1589842208.723161,0,0.005311283282935619
1589842208.729043,0,0.00425434485077858
1589842208.746581,0,0.004379347898066044
1589842208.7488298,0,0.004857909400016069
1589842208.768466,0,0.004749915562570095
1589842208.777812,0,0.004549212753772736
1589842208.781628,0,0.004196609370410442
1589842208.783394,0,0.004477469250559807
1589842208.791043,0,0.003428708529099822
1589842208.8085492,0,0.0042649987153708935
1589842208.8234081,0,0.004300712142139673
1589842208.825598,0,0.00450400123372674
1589842208.835818,0,0.004782650154083967
1589842208.8606179,0,0.0038101724348962307
1589842208.871485,0,0.004116440657526255
1589842208.882339,0,0.0033692996948957443
1589842208.8886678,0,0.003512652823701501
1589842208.912328,0,0.0031209243461489677
1589842208.923156,0,0.003633269341662526
1589842208.934922,0,0.0036900860723108053
1589842208.94837,0,0.0032273123506456614
1589842208.955621,0,0.0030654296278953552
1589842208.959915,0,0.0030451593920588493
1589842208.998982,0,0.002852674573659897
1589842209.0084229,0,0.002587999450042844
1589842209.010754,0,0.002909265458583832
1589842209.0218759,0,0.002569410018622875
1589842209.0312269,0,0.0026880649384111166
1589842209.0350878,0,0.0030729190912097692
1589842209.049978,0,0.002823837799951434
1589842209.0517519,0,0.0023627527989447117
1589842209.075089,0,0.001990776276215911
1589842209.092944,0,0.0021958723664283752
1589842209.109482,0,0.0022718363907188177
1589842209.141568,0,0.0017722825286909938
1589842209.150542,0,0.00165684858802706
1589842209.171075,0,0.0020686322823166847
1589842209.259958,0,0.0013384843477979302
1589842209.261833,0,0.001178463688120246
1589842209.277646,0,0.0012779919197782874
1589842209.296493,0,0.0011343873338773847
1589842209.3003478,0,0.0011517463717609644
1589842209.302049,0,0.001191423856653273
1589842209.307876,0,0.0010526628466323018
1589842209.318984,0,0.0012279931688681245
1589842209.338968,0,0.0009513804106973112
1589842209.345154,0,0.001011223066598177
1589842209.34693,0,0.0009571114787831903
1589842209.366462,0,0.0008962448919191957
1589842209.4006789,0,0.000786603195592761
1589842209.404258,0,0.0007140217931009829
1589842209.4339871,0,0.0007082777447067201
1589842209.443393,0,0.0006691538728773594
1589842209.447388,0,0.0006722325924783945
1589842209.452946,0,0.0005742199718952179
1589842209.4702451,0,0.0006208185222931206
1589842209.4812422,0,0.0006348940660245717
1589842209.484833,0,0.000671281770337373
1589842209.490415,0,0.0005993539816699922
1589842209.503011,0,0.0005561133148148656
1589842209.5133572,0,0.0005720474291592836
1589842209.533694,0,0.0006182445795275271
1589842209.5476952,0,0.0004798904119525105
1589842209.562531,0,0.0005867428262718022
1589842209.5742981,0,0.000485078024212271
1589842209.591763,0,0.0004388255765661597
1589842209.5968902,0,0.0005018506781198084
1589842209.6051068,0,0.00042538862908259034
1589842209.609338,0,0.00047414880828000605
1589842209.6113532,0,0.0005570403300225735
1589842209.624362,0,0.0004470987187232822
1589842209.626166,0,0.0004407094093039632
1589842209.6449978,0,0.000460737879620865
1589842209.661879,0,0.0004452396824490279
1589842209.673028,0,0.00047040905337780714
1589842209.683282,0,0.0005054323701187968
1589842209.6880581,0,0.0003875071706715971
1589842209.713025,0,0.00043634665780700743
1589842209.728398,0,0.0003672644670587033
1589842209.7304802,0,0.00041874629096128047
1589842209.735924,0,0.0004154138150624931
1589842209.739989,0,0.00039046877645887434
1589842209.741814,0,0.00041885211248882115
1589842209.745698,0,0.00043559138430282474
1589842209.776614,0,0.0004319337022025138
1589842209.7880151,0,0.00035824114456772804
1589842209.801087,0,0.0003906108613591641
1589842209.8101828,0,0.0003799418918788433
1589842209.821834,0,0.0004139812081120908
1589842209.835958,0,0.00042427380685694516
1589842209.838659,0,0.00039941410068422556
1589842209.852628,0,0.00034746676101349294
1589842209.868957,0,0.00038022734224796295
1589842209.893728,0,0.0003300218377262354
1589842209.908332,0,0.0003346665180288255
1589842209.9267478,0,0.0003983925562351942
1589842209.93756,0,0.00030233358847908676
1589842209.9450471,0,0.00034794461680576205
1589842209.947319,0,0.00032288007787428796
1589842209.950324,0,0.0003312033077236265
1589842209.968547,0,0.0003295431670267135
1589842209.98269,0,0.0003452146193012595
1589842209.9902248,0,0.0003763228887692094
1589842210.00033,0,0.0003689694276545197
1589842210.010543,0,0.0004170267202425748
1589842210.021301,0,0.0003438455460127443
1589842210.0235572,0,0.0003834318195004016
1589842210.033275,0,0.000378601485863328
1589842210.0556648,0,0.00034849843359552324
1589842210.065033,0,0.00031919925822876394
1589842210.068352,0,0.0003341977426316589
1589842210.070786,0,0.00035948879667557776
1589842210.075419,0,0.0003951637481804937
1589842210.077635,0,0.00040078602614812553
1589842210.0937018,0,0.00038944510743021965
1589842210.1022341,0,0.0004724430327769369
1589842210.1045601,0,0.00040367766632698476
1589842210.1088378,0,0.0003271241730544716
1589842210.1193259,0,0.00034487713128328323
1589842210.1212978,0,0.00035049926373176277
1589842210.123258,0,0.000459007773315534
1589842210.130636,0,0.00034213814069516957
1589842210.137846,0,0.0003241127706132829
1589842210.1471329,0,0.00036067358450964093
1589842210.1491818,0,0.0004005704540759325
1589842210.150902,0,0.0002960348210763186
1589842210.193315,0,0.0003475865232758224
1589842210.200153,0,0.0004366543726064265
1589842210.2037818,0,0.0004126679268665612
1589842210.212406,0,0.00028395166737027466
1589842210.2553222,0,0.00038171009509824216
1589842210.258663,0,0.00042021775152534246
1589842210.2677178,0,0.0003418474516365677
1589842210.271363,0,0.00039849261520430446
1589842210.2783759,0,0.00036073572118766606
1589842210.282114,0,0.00034934814902953804
1589842210.296912,0,0.00041399148176424205
1589842210.30811,0,0.00034747947938740253
1589842210.3153641,0,0.00025786858168430626
1589842210.3281238,0,0.0003182454383932054
1589842210.3318322,0,0.00032148053287528455
1589842210.3427799,0,0.0003332773922011256
1589842210.347577,0,0.00034444269840605557
1589842210.354496,0,0.00030981446616351604
1589842210.3603761,0,0.00036291583091951907
1589842210.376808,0,0.00036326455301605165
1589842210.378625,0,0.0003787995665334165
1589842210.386073,0,0.00037972102290950716
1589842210.4025931,0,0.00035168774775229394
1589842210.40898,0,0.00030140287708491087
1589842210.4360142,0,0.0002912763739004731
1589842210.447956,0,0.00028688355814665556
1589842210.459405,0,0.00038387367385439575
1589842210.461874,0,0.00032230542274191976
1589842210.484604,0,0.0003950798709411174
1589842210.4868228,0,0.00037681253161281347
1589842210.495203,0,0.0004100607184227556
1589842210.500587,0,0.0004154362832196057
1589842210.5027509,0,0.00037348814657889307
1589842210.5117729,0,0.0002926852321252227
1589842210.5157492,0,0.00031914477585814893
1589842210.5281842,0,0.00037099694600328803
1589842210.530685,0,0.0003805392188951373
1589842210.556164,0,0.00033447283203713596
1589842210.565227,0,0.00044000986963510513
1589842210.570096,0,0.00031035541906021535
1589842210.57467,0,0.0003763125860132277
1589842210.577253,0,0.0002978494158014655
1589842210.599796,0,0.0002898291277233511
