Wall time,Step,Value
1589827341.6990452,0,0.029305972158908844
1589827341.706413,0,0.02253308892250061
1589827341.756073,0,0.011664430610835552
1589827341.799371,0,0.008271816186606884
1589827341.919744,0,0.004632783122360706
1589827341.935914,0,0.004351352341473103
1589827342.0531,0,0.0038870221469551325
1589827342.0624452,0,0.003876493312418461
1589827342.102357,0,0.003592830616980791
1589827342.136605,0,0.003405839903280139
1589827342.202821,0,0.003037399845197797
1589827342.2064588,0,0.0031629507429897785
1589827342.222027,0,0.0030556987039744854
1589827342.417037,0,0.002646154724061489
1589827342.4939148,0,0.0023594461381435394
1589827342.5262568,0,0.002503851428627968
1589827342.6435258,0,0.001835047616623342
1589827342.694409,0,0.0016770532820373774
1589827342.724053,0,0.0016215660143643618
1589827342.738838,0,0.0014748426619917154
1589827342.837177,0,0.001344291027635336
1589827342.861043,0,0.0011850851587951183
1589827342.887645,0,0.0011939455289393663
1589827342.9063182,0,0.0010434960713610053
1589827342.988113,0,0.000962039630394429
1589827343.004176,0,0.0009048642823472619
1589827343.099255,0,0.0009272900642827153
1589827343.125538,0,0.0007400698959827423
1589827343.15892,0,0.0007692968938499689
1589827343.1701188,0,0.0006970602553337812
1589827343.224216,0,0.0007170399185270071
1589827343.4639082,0,0.0003490717790555209
1589827343.5219252,0,0.00036990383523516357
1589827343.591157,0,0.00032895372714847326
1589827343.608373,0,0.00026311128749512136
1589827343.701321,0,0.0002653706760611385
1589827343.706785,0,0.00023133178183343261
1589827343.7797189,0,0.00023064705601427704
1589827343.9265852,1,0.00018335500499233603
1589827344.0912309,1,0.0002193995751440525
1589827344.214546,1,0.00018886508769355714
1589827344.22268,1,0.00014807851403020322
1589827344.258833,1,0.00017554564692545682
1589827344.267929,1,0.00017300352919846773
1589827344.362967,1,0.00020856507762800902
1589827344.375767,1,0.000167815393069759
1589827344.4608881,1,0.00011760788038372993
1589827344.52645,1,0.00015189734403975308
1589827344.643847,1,0.00019153355970047414
1589827344.7096162,1,0.0002187925565522164
1589827344.7411358,1,0.00017143164586741477
1589827344.77142,1,0.00017952230700757354
1589827344.878109,1,0.00018195973825640976
1589827344.974593,1,0.00018614300643093884
1589827345.009254,1,0.00017717014998197556
1589827345.025985,1,0.00017269041563849896
1589827345.0527518,1,0.0001502063387306407
1589827345.05632,1,0.00019552344747353345
1589827345.062408,1,0.0001779219601303339
1589827345.1471748,1,0.0002545941970311105
1589827345.2740538,1,0.00015823545982129872
1589827345.291043,1,0.00018369503959547728
1589827345.3167071,1,0.00017659725563134998
1589827345.32223,1,0.0001869144180091098
1589827345.337135,1,0.00018333856132812798
1589827345.414,1,0.00014654961705673486
1589827345.446867,1,0.00015994725981727242
1589827345.470328,1,0.00016602805408183485
1589827345.5804632,1,0.00016362017777282745
1589827345.647362,1,0.0001734707911964506
1589827345.724034,1,0.00017997313989326358
1589827345.7601311,1,0.0001327214267803356
1589827345.930395,1,0.00016914118896238506
1589827345.953218,1,0.00017143359582405537
1589827345.9756758,1,0.00016233739734161645
1589827346.0146098,2,0.00022139298380352557
1589827346.026171,2,0.00021470409410540015
1589827346.065252,2,0.0001603684650035575
1589827346.074212,2,0.0002208392252214253
1589827346.161387,2,0.00019731291104108095
1589827346.189558,2,0.0001925668475450948
1589827346.271762,2,0.00018737527716439217
1589827346.339266,2,0.00016255112132057548
1589827346.340996,2,0.00016333514940924942
1589827346.430311,2,0.00014290877152234316
1589827346.4693198,2,0.0001574582711327821
1589827346.4734762,2,0.00020182604203000665
1589827346.485076,2,0.0001743019965942949
1589827346.5349388,2,0.00018608005484566092
1589827346.5367339,2,0.0001711781369522214
1589827346.559073,2,0.00016555075126234442
1589827346.569673,2,0.0001770092494552955
1589827346.625945,2,0.00018370045290794224
1589827346.661736,2,0.00019095730385743082
1589827346.672988,2,0.0001436742313671857
1589827346.92266,2,0.00015057680138852447
1589827347.026176,2,0.00016187879373319447
1589827347.0533462,2,0.00017091361223720014
1589827347.1176488,2,0.00016942230286076665
1589827347.321316,2,0.00019582040840759873
1589827347.466089,2,0.00021092571842018515
1589827347.555716,2,0.00017708659288473427
1589827347.608248,2,0.00020857754861935973
1589827347.613718,2,0.00018933459068648517
1589827347.723281,2,0.00014442068641074002
1589827347.841412,2,0.0001957869972102344
1589827347.908704,2,0.0001714523386908695
1589827347.973235,2,0.00018219905905425549
1589827347.999966,2,0.00019584718393161893
